id,ordemdecompra,categoria,descricao,parcelamento,numcard,datacompra,previsao,qtd,fornecedor,recebido,medida
445,4200510104,Acessorios Avulsos,"ESCADA CROMADA 1,40 massuit curva",6,950.0,2023-09-07,2023-09-11,1,VAROTTI (RETIRAR LOJA),2023-09-15,
446,4210217002,Acessorios Avulsos,"MAO FRANCESA BRANCA 38,5CM",0,,2023-09-19,2023-09-25,12,PAES LEME,2023-09-15,
447,4200507901,Porta de Aluminio,PORTA BASCULANTE VIDRO REFLECTA BRONZE - 416X946,0,,,,2,VALTER,2023-10-09,
448,4200507903,Porta de Aluminio,PORTA ESPELHO - 928X386,0,,,,1,VALTER,2023-10-09,
449,4210221202,Acessorios Avulsos,TRILHO RM27 - 3MTS,0,,,,1,,2023-09-29,
450,4210221202,Porta de Aluminio,PORTA ESPELHO PRATA - 1070X756,0,,2023-08-31,2023-09-15,1,VALTER,2023-09-12,
451,4210221201,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA - 1138X375,0,,2023-08-31,2023-09-22,1,IMPACTO DOORS,2023-09-21,
452,4210221201,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA - 1138X374,0,,2023-09-28,2023-10-13,1,VALTER,2023-10-11,
453,4200506505,Vidro / Espelho,TAMPO DE VIDRO INCOLOR 8MM - 988X368,0,,2023-08-25,2023-09-09,1,VALTRER,2023-10-13,
454,4200506505,Vidro / Espelho,ESPELHO JATEADO P/ LED R-1 4MM - 695X1200,0,,,,1,,2023-09-22,
455,4200506505,Porta de Aluminio,PORTA ESPELHO PRATA - 2300X858,0,,2023-08-25,2023-09-09,1,VALTER,2023-10-06,
456,4210224309,Acessorios Avulsos,FECHO ROLETE SEM CHAVE,0,,,,1,,2023-09-07,
457,4210224309,Acessorios Avulsos,SISTEMA PIVOTANTE (PAR),0,,,,1,,2023-09-07,
458,4210224305,Porta de Aluminio,PORTA ALUMINIO VIDRO,0,,,,1,,2023-09-22,
459,4210224306,Porta de Aluminio,PORTA ALUMINIO COM VIDRO,0,,,,2,VALTER,2023-10-31,
460,4210224309,Vidro / Espelho,PRATELEIRA DE VIDRO,0,,,,4,VALTER,2023-10-31,
461,4200515301,Porta de Aluminio,PORTA BASCULANTE REFLECTA PRATA - 144X996,0,,2023-09-13,2023-09-28,1,VALTER,2023-10-06,
462,4200510605,Acessorios Avulsos,RODIZIO 38MM SILICONE,1,950.0,2023-09-20,2023-09-25,4,MERCADO LIVRE,2023-09-22,
463,4200510601,Porta de Aluminio,PORTA BASCULANTE REFLECTA PRATA - 1056x431,0,,2023-08-31,2023-09-15,1,VALTER,2023-09-21,
464,4200510601,Acessorios Avulsos,LIXEIRA DUPLA AÇO INOX - 20L - CÓD: 49475 - 338X485X385 - HETTICH,0,,2023-09-20,2023-10-04,1,BIGFER,2023-09-27,
465,4200510602,Porta de Aluminio,PORTA FIXA - 2247 X 600,0,,2023-09-04,2023-09-19,1,VALTER,2023-09-21,
466,4200510602,Porta de Aluminio,PORTA DESLIZANTE - 2260 X 600,0,,2023-09-04,2023-09-19,1,VALTER,2023-09-21,
467,4200510604,Porta de Aluminio,PORTA DE CORRER ESPELHO PRATA - 842X660,0,,2023-09-05,2023-09-20,1,VALTER,2023-09-21,
468,4210220301,Acessorios Avulsos,PONTEIRA FACETATO SUPRA NATURAL CROMO ACETINADO,0,,2023-09-21,2023-09-21,4,VALTER,2023-09-21,
469,4210220301,Acessorios Avulsos,PERFIL FACETATO SUPRA NATURAL CROMO ACETINADO - BARRA 3 MTS,0,,2023-09-21,2023-09-21,1,VALTER,2023-09-21,
470,4200510501,Acessorios Avulsos,PUXADOR PONTO IL808 - 25MM - COBRE ENVELHECIDO - ITALYLINE,4,4313.0,2023-09-20,2023-09-26,12,PAES LEME,2023-09-25,
471,4200510501,,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,4,4313.0,2023-09-20,2023-09-26,11,PAES LEME,2023-09-25,
472,4200510502,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 2400 X 784,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
473,4200506501,Porta de Aluminio,PORTA REFLECTA PRATA - 411X434,0,,2023-09-18,2023-10-03,2,VALTER,2023-10-06,
474,4200506501,Porta de Aluminio,PORTA REFLECTA PRATA - 411X437,0,,2023-09-18,2023-10-03,2,VALTER,2023-10-06,
475,4200506501,Vidro / Espelho,VIDRO COR ACIDATO 8MM - 1010X594,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
476,4200506501,Acessorios Avulsos,LIXEIRA SIMPLES DESLIZANTE BLINDADA,0,,2023-09-22,2023-10-06,1,SHCMITT,2023-10-06,
477,4200517603,Acessorios Avulsos,PUXADOR HASTE 224MM,0,,,,6,ESCRITORIO,2023-09-21,
478,4200506502,Porta de Aluminio,PORTA ESPELHO PRATA - 751X635,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
479,4200506503,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 751X660,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
480,4210222601,Vidro / Espelho,PORTA VIDRO INCOLOR - 896X507,0,,2023-09-18,2023-10-03,2,VALTER,2023-10-06,
481,4210222601,Vidro / Espelho,ESPELHO 4MM - 866X374,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
482,4210222601,,ESPELHO 4MM - 866X242,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
483,4210222601,,ESPELHO 4MM - 866X616,0,,2023-09-18,2023-10-03,1,VALTER,2023-10-06,
484,4210222601,,PRATELEIRA VIDRO 8MM INCOLOR - 972X412,0,,2023-09-18,2023-10-03,2,VALTER,2023-09-20,
485,4210221601,Porta de Aluminio,PORTA VIDRO REFLECTA BRONZE - 914X375,0,,,,1,VALTER,2023-10-17,
486,4200512802,Porta de Aluminio,PORTA DE CORRER ESPELHO FUME - 2320X798,0,,,,1,VALTER,2023-11-20,
487,4210221804,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE,0,,,,2,VALTER,2023-09-21,
488,4210221805,Vidro / Espelho,TAMPO VIDRO INCOLOR 8MM - 960X472,0,,,,1,VALTER,2023-10-06,
489,4210221805,Acessorios Avulsos,MÃO FRANCESA CROMADA 30CM,0,,,,1,ESTOQUE,2023-09-26,
490,4210221805,Acessorios Avulsos,GOTA DE SILICONE (BOLINHA),0,,2023-09-22,2023-09-29,2,ESCRITORIO,2023-09-29,
491,4200512601,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 2374 X 372,0,,,,2,VALTER,2023-10-17,
492,4200512601,Acessorios Avulsos,PUXADOR COLONIAL CONCHA COBRE ENVELHECIDO,3,9715.0,2023-09-26,2023-10-05,23,SO FERRAGENS,2023-10-06,
493,4200512602,Porta de Aluminio,PORTA VIDRO REFLECTA BRONZE - 2400 X 618,0,,,,2,VALTER,2023-10-26,
494,4200512602,Vidro / Espelho,VIDRO INCOLOR 6MM,0,,,,1,VALTER,2023-10-06,
495,4220737101,Porta de Aluminio,PORTA REFLECTA BRONZE - 395 X 551,0,,,,1,VALTER,2023-10-17,
496,4210227801,Porta de Aluminio,PORTA REFLECTA BRONZE,0,,,,2,VALTER,2023-10-17,
497,4210226702,Acessorios Avulsos,PUXADOR FIT ALUMINIO ANODIZADO,0,,2023-09-26,2023-09-29,9,VALTER,2023-10-09,
498,4210226705,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,3,VALTER,2023-09-30,
499,4210226706,Porta de Aluminio,PORTA VIDRO ACIDATO,0,,,,0,VALTER,2023-09-30,
500,4210226501,Serralheria,METALON - ESTRUTURA EMBUTIDA PARA PRATELEIRA,0,,2023-09-27,2023-10-27,0,METAL ITALO,2023-10-13,
501,4200503107,Porta de Aluminio,PORTA DE CORRER PARA TV EMBUTIDA,0,,2023-09-29,2023-10-14,1,VALTER,2023-11-14,
502,4200503106,Acessorios Avulsos,PUXADOR PONTO,6,950.0,2023-09-29,2023-10-02,6,MERCADO LIVRE,2023-10-02,
503,4200511903,Porta de Aluminio,PORTA DE GIRO REFLECTA PRATA - 781X344,0,,,,1,VALTER,2023-10-17,
504,4200511903,Acessorios Avulsos,PORTA DE GIRO REFLECTA PRATA - 781X345,0,,,,1,VALTER,2023-10-17,
505,4200511904,Porta de Aluminio,PORTA DESLIZANTE ESPELHO FUME - 2400X680,0,,,,1,VALTER,2023-10-09,
506,4200511907,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 674X670,0,,,,2,VALTER,2023-11-10,
507,4200511908,Serralheria,METALON DOURADO,0,,2023-09-29,2023-10-30,2,METAL ITALO,2023-10-13,
508,4210200201,Serralheria,METALON PARA MESA - PRATA,0,,2023-09-19,2023-10-19,2,METAL ITALO,2023-10-13,
509,4210200201,Acessorios Avulsos,PUXADOR FACETATO SUPRA NATURAL CROMO ACETINADO - BARRA 3 MTS,0,,,,4,VALTER,2023-10-17,
510,4210200201,Acessorios Avulsos,PONTEIRA SUPRA NATURAL CROMO ACETINADO - PAR,0,,,,14,VALTER,2023-10-17,
511,4210200203,Porta de Aluminio,PORTA REFLECTA BRONZE - 746X374,0,,,,2,VALTER,2023-10-04,
512,4210200204,Porta de Aluminio,PORTAS REFLECTA PRATA - 2395X910,0,,,,1,VALTER,2023-10-04,
513,4210200205,Vidro / Espelho,ESPELHO LAP CANTO RETO 4MM - 976X365,0,,2023-10-02,2023-10-17,2,VALTER,2023-10-02,
514,4210200206,Porta de Aluminio,ESPELHO PRATA - 976X510,0,,2023-10-02,2023-10-17,2,VALTER,2023-10-11,
515,4210200206,Acessorios Avulsos,ESPELHO PRATA - 976X512,0,,2023-10-02,,1,VALTER,2023-10-11,
516,4210200207,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 2375X1060,0,,,,1,VALTER,2023-10-04,
517,4210200208,Porta de Aluminio,PORTA VIDRO INCOLOR - PUX FACETATO SUPRA NATURAL - 2349X397,0,,,,4,VALTER,2023-10-04,
518,4210200208,Acessorios Avulsos,PUXADOR FACETATO SUPRA NATURAL - BARRA 3MTS,0,,,,3,VALTER,2023-10-17,
519,4210200208,Acessorios Avulsos,PONTEIRA SUPRA NATURAL - PAR,0,,,,3,VALTER,2023-10-17,
520,4210210901,Acessorios Avulsos,MAO FRANCESA DOBRAVEL 50CM PAR - PRETO,0,,2023-10-04,2023-11-14,1,BALS,2023-11-16,
521,4210210902,Porta de Aluminio,PORTA DE GIRO REFLECTA PRATA - 976X416,0,,,,1,VALTER,2023-11-16,
522,4210210905,Vidro / Espelho,ESPELHO PRATA 4MM - 1078X295,0,,2023-10-10,2023-10-25,4,VALTER,2023-11-16,
523,4200514701,Porta de Aluminio,VIDRO REFLECTA BRONZE - 656X387,0,,2023-10-17,2023-11-01,2,VALTER,2023-11-06,
524,4210220101,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 396X676,0,,,,3,VALTER,2023-11-06,
525,4210220101,Porta de Aluminio,PORTA REFLECTA BRONZE - 2269X257,0,,,,2,VALTER,2023-11-06,
526,4210220102,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,1,VALTER,2023-11-06,
527,4210220103,Vidro / Espelho,ESPELHO 4MM  - 923X363,0,,2023-10-17,2023-11-01,2,VALTER,2023-11-06,
528,4200515101,Acessorios Avulsos,SUPORTE ARARA CROMADO DE PAREDE 30CM,0,,2023-10-13,2023-10-16,2,LEO MADEIRAS,2023-10-16,
529,4200515102,Acessorios Avulsos,GRAPA BRANCA 50CM,0,,,,1,ESTOQUE,2023-10-13,
530,4210227701,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 1452X576,0,,,,1,VALTER,2023-11-06,
531,4210227701,Porta de Aluminio,PRATELEIRA VIDRO INCOLOR 8MM - 539X526,0,,,,3,VALTER,2023-12-06,
532,4210219202,Serralheria,ESTRUTURA ARCO EM METALON,0,,2023-10-17,2023-11-17,6,METAL ITALO,2023-10-13,
533,4210225401,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA - 946X506,0,,,,1,VALTER,2023-11-06,
534,4200518701,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 974X543,0,,,,3,VALTER,2023-11-06,
535,4200515601,Vidro / Espelho,VIDRO INCOLOR 8MM - 702X630,0,,2023-10-17,2023-11-01,5,VALTER,2023-11-06,
536,4200515601,Vidro / Espelho,VIDRO INCOLOR 6MM - 406X105,0,,2023-10-17,2023-11-01,2,VALTER,2023-11-06,
537,4200515601,Vidro / Espelho,VIDRO INCOLOR - 2157X368,0,,,,2,VALTER,2023-11-29,
538,4210225701,Acessorios Avulsos,LIXEIRA SCHIMITT - 2701,0,,,,1,ESTOQUE,2023-10-17,
539,4220741201,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 2494X372,0,,,,2,VALTER,2023-11-16,
540,4220741201,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 2494X404,0,,,,1,VALTER,2023-11-16,
541,4220741201,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 2494X324,0,,,,1,VALTER,2023-11-16,
542,4220741201,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE - 2494X501,0,,,,1,VALTER,2023-11-16,
543,4220741201,Vidro / Espelho,VIDRO INCOLOR 6MM - TAMPO - 718x484,0,,2023-10-10,2023-10-25,1,VALTER,2023-11-16,
544,4220746402,Acessorios Avulsos,FERRAGEM PARA TV GIRTORI,10,950.0,2023-10-17,2023-10-20,1,MERCADO LIVRE,2023-10-18,
545,4210217201,Acessorios Avulsos,PUXADOR CITZEN P PRETO 65MM COM NIQUEL ESCOVADO,3,626.0,2023-10-20,2023-10-27,11,FORMATTO PUXADORES,2023-10-30,
546,4210217201,Vidro / Espelho,VIDRO 6MM INCOLOR - 138x380,0,,2023-10-26,2023-11-10,3,VALTER,2023-11-06,
547,4210217205,Porta de Aluminio,PORTA ESPELHO BRONZE - 877X392,0,,,,4,VALTER,2023-11-15,
548,4210217204,Porta de Aluminio,PORTA VODRO BRONZE - 1296X407,0,,,,4,VALTER,2023-11-15,
549,4210217202,Acessorios Avulsos,PUXADOR CITZEN P PRETO 65MM COM NIQUEL ESCOVADO,3,626.0,2023-10-20,2023-10-27,4,FORMATTO PUXADORES,2023-10-30,
550,4220745404,Vidro / Espelho,VIDRO INCOLOR 6MM - 530X222,0,,2023-10-26,2023-11-10,1,VALTER,2023-11-06,
551,4220749202,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE DESLIZ. 2280X662,0,,,,2,VALTER,2023-11-16,
552,4220749401,Acessorios Avulsos,DOBRADIÇA SUPER CURVA,0,,,2023-10-25,4,ESTOQUE,2023-10-31,
553,4210198801,Porta de Aluminio,PORTA VIDRO CANELADO INCOLOR - 1777X362,0,,,,2,VALTER,2023-11-29,
554,4210198801,Vidro / Espelho,VIDRO CANELADO P/ PORTA PROVENCAL - 202X716,0,,,,1,VALTER,2023-11-22,
555,4210198803,Acessorios Avulsos,PUXADOR FACETATO SUPRA NATURAL CROMO ACETINADO - 3MTS,0,,2023-10-31,2023-11-07,3,VALTER,2023-11-10,
556,4210198803,,PONTEIRA FACETATO CROMO ACETINADO - PAR,0,,2023-10-31,2023-11-07,13,VALTER,2023-11-10,
557,4210198805,Serralheria,METALON LATERAL MESA,0,,2023-09-20,2023-10-20,1,METAL ITALO,2023-10-13,
558,4210198804,Acessorios Avulsos,PUXADOR FACETATO SUPRA NATURAL - BARRA 3MTS,0,,2023-10-31,2023-11-07,2,VALTER,2023-11-10,
559,4210198804,,PONTEIRA FACETATO SUPRA NATURAL - PAR,0,,2023-10-31,2023-11-07,2,VALTER,2023-11-10,
560,4210198808,Acessorios Avulsos,MAO FRANCESA 300MM - PRETO,0,,2023-10-31,2023-11-14,30,BALS,2023-11-16,
561,4210198811,Vidro / Espelho,ESPELHO PRATA - 4MM - 879X364,0,,,,1,VALTER,2023-11-10,
562,4210198811,Vidro / Espelho,ESPELHO PRATA - 4MM - 879X367,0,,,,1,VALTER,2023-11-29,
563,4210198812,Vidro / Espelho,ESPELHO PRATA - 4MM - 879X414,0,,,,1,VALTER,2023-11-16,
564,4200518101,Vidro / Espelho,VIDRO INCOLOR 8MM - 1205X450,0,,2023-10-26,2023-11-10,1,VALTER,2023-10-10,
565,4200517302,Porta de Aluminio,PORTA ESPELHO PRATA - 964X406,0,,,,2,VALTER,2023-11-15,
566,4220729001,Porta de Aluminio,PORTA ESPELHO SEM PUXADOR PERFIL FINO - 911X435,0,,2023-10-19,2023-11-03,1,VALTER,2023-11-06,
567,4210225303,Vidro / Espelho,VIDRO INCOLOR 6MM - 518X248,0,,2023-10-31,2023-11-15,1,VALTER,2023-11-10,
568,4210225302,Vidro / Espelho,ESPELHO PRATA 4MM - 1060X365,0,,,,2,VALTER,2023-11-16,
569,4210225002,Porta de Aluminio,PORTA BASC. REFLECTA PRATA - 496X726,0,,,,1,VALTER,2023-11-29,
570,4210225105,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA - 2434X407,0,,,,2,VALTER,2023-11-29,
571,4210225101,Porta de Aluminio,PORTA BASCU. REFLECTA - 416X1163,0,,,,1,VALTER,2023-11-29,
572,4210225104,Porta de Aluminio,PORTA ESPELHO PRATA - 2434X776,0,,,,1,VALTER,2023-11-29,
573,4210226001,Acessorios Avulsos,PASTA SUSPENSA QPS 100 - 422X414,0,,,,4,,2023-11-14,
574,4210217206,Acessorios Avulsos,PUXADOR CITZEN P - 65MM,3,9715.0,2023-10-25,2023-11-08,9,FORMATTO,2023-11-08,
575,4210217206,Acessorios Avulsos,PUXADOR CITZEN G - 130MM,3,9715.0,2023-10-25,2023-11-08,6,FORMATTO,2023-11-08,
576,4210225202,Porta de Aluminio,PORTA ESPELHO PRATA * 852x324,0,,,,2,VALTER,2023-11-29,
577,4210225203,Porta de Aluminio,PORTA ESPELHO FUMÊ + 2450X897,0,,,,1,VALTER,2023-11-29,
578,4210227301,Acessorios Avulsos,LIXEIRA DUPLA BLINDADA SCHMITT - 2067,0,,,,1,ESTOQUE,2023-11-13,
579,4210227301,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 656X505,0,,,,2,VALTER,2023-11-29,
580,4210227301,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 656X382,0,,,,2,VALTER,2023-11-29,
581,4210227301,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 656X487,0,,,,2,VALTER,2023-11-29,
582,4210227301,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 2486X663,0,,,,1,VALTER,2023-11-29,
583,4200516303,Porta de Aluminio,PORTA VIDRO INCOLOR - 896X297,0,,,,4,VALTER,2023-11-29,
584,4210228601,Porta de Aluminio,PORTA DE VIDRO INCOLOR - 1343X686,0,,,,1,VALTER,2024-01-19,
585,4200479403,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 754X687,0,,,,2,VALTER,2023-12-06,
586,4220734101,Acessorios Avulsos,RODIZIO DE PINO,0,,,,4,ESCRITORIO,2023-11-23,
587,4220734101,Porta de Aluminio,PORTA REFLECTA BRONZE - 736X297,0,,,,4,VALTER,2023-12-06,
588,4220734103,Vidro / Espelho,VIDRO INCOLOR 6MM - 1070X377,0,,,,1,VALTER,2023-12-06,
589,4220734103,Vidro / Espelho,ESPELHO PRATA JATEADO - 1374X870,0,,,,1,VALTER,2023-12-06,
590,4200510801,Porta de Aluminio,PORTA REFLECTA BRONZE - 2244X413,0,,,,2,VALTER,2023-11-29,
591,4200492806,Vidro / Espelho,VIDRO 6MM - 478X368,0,,,,1,VALTER,2023-11-29,
592,4200492805,Serralheria,ESTRUTURA METALON P/ CAMA,0,,,,1,METAL ITALO,2023-09-14,
593,4220747303,Vidro / Espelho,VIDRO INCOLOR 6MM - 668X318,0,,,,1,VALTER,2023-11-29,
594,4200492808,Porta de Aluminio,PORTA ESPELHO PRATA - 1096X414,0,,,,2,VALTER,2023-12-06,
595,4200492807,Porta de Aluminio,PORTA ESPELHO PRATA - 929X692,0,,,,2,VALTER,2023-12-06,
596,4200492807,Acessorios Avulsos,TULHA P/ ROUPA SUJA 325MM,10,950.0,2023-12-06,2023-12-12,1,mercado livre,2023-12-12,
597,4200492803,Vidro / Espelho,VIDRO INCOLOR 6MM - 844X336,0,,,,2,VALTER,2023-11-29,
598,4200492804,Porta de Aluminio,PORTA REFLECTA PRATA - 796X397,0,,,,2,VALTER,2023-12-06,
599,4200516605,Porta de Aluminio,PORTA CORRER ESPELHO PRATA - 2320X1010,0,,,,2,VALTER,2023-12-15,
600,4200516601,Porta de Aluminio,PORTA DE GIRO REFLECTA PRATA - 2287X396,0,,,,1,VALTER,2023-12-15,
601,4200516601,Porta de Aluminio,PORTA BASCULANTE REFLECTA PRATA - 376 X 696,0,,,,1,VALTER,2023-12-15,
602,4200516601,Acessorios Avulsos,LIXEIRA SIMPLES 2066,0,,,,1,ESTOQUE,2023-11-27,
603,4200516601,Acessorios Avulsos,ESCORREDOR DE LOUCA 2096,0,,,,1,ESTOQUE,2023-11-27,
604,4200516602,Acessorios Avulsos,KIT AMORTECEDOR RO82 - 40 A 80KG,0,,,,2,valter,2023-11-24,
605,4200516602,Acessorios Avulsos,TRILHO RM003 P/ RO82 - 1740,0,,,,2,,2023-12-06,
606,4200516602,Acessorios Avulsos,KIT RO82,0,,,,2,VALTER,2023-12-06,
607,4200516602,Acessorios Avulsos,GUIA PARA EMBUTIR PORTA - 89CM,0,,,,2,VALTER,2023-12-15,
608,4200516606,Porta de Aluminio,PORTA CORRER ESPELHO PRATA - 2300X602,0,,,,2,VALTER,2023-12-15,
609,4200512801,Porta de Aluminio,PORTA VIDRO REFLECTA FUME - 1729X297,0,,,,2,VALTER,2023-12-15,
610,4210223408,Porta de Aluminio,PORTA DE CORRER - VIDRO E ESPELHO PRATA,0,,,,2,VALTER,2023-12-26,
611,4210223408,Serralheria,ESTRUTURA METALON - PRETO FOSCO,0,,2023-11-30,2023-12-15,1,METAL ITALO,2023-12-13,
612,4210223409,Porta de Aluminio,PORTA REFLECTA BRONZE,0,,,,9,VALTER,2023-12-26,
613,4210223409,Vidro / Espelho,VISOR DE VIDRO INCOLOR PARA PENTEADEIRA - 530X310 - 6MM,0,,,,1,VALTER,2023-12-26,
614,4210223409,Vidro / Espelho,ESPELHO JATEADO - 1520X1240 - 4MM,0,,,,1,VALTER,2023-12-26,
615,4210223410,Acessorios Avulsos,PUXADOR SLIM CROMADO IL280 - 128MM - ITALY LINE,12,5448.0,2023-12-02,2023-12-06,2,META,2023-12-12,
616,4210223410,Porta de Aluminio,PORTA DE CORRER ESPELHO PRATA,0,,,,1,VALTER,2023-12-26,
617,4210223413,Tapeçaria,ESTOFADO EM TECIDO CRU - 2878-02 - CATALOGO ROMA,0,,2023-11-30,2023-12-22,1,RD TAPEÇARIA,2024-01-02,
618,4200519201,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,0,,,,19,ESCRITORIO,2023-12-02,
619,4210224604,Acessorios Avulsos,CALCEIRO DESLIZANTE,0,,,,3,ESTOQUE,2023-12-02,
620,4210224604,Vidro / Espelho,TAMPO VIDRO INCOLOR 8MM - 1020X600,0,,,,1,VALTER,2023-12-06,
621,4210224606,Porta de Aluminio,PORTA BASC. REFLECTA PRATA - 445X956,0,,,,2,VALTER,2023-12-15,
622,4210224603,Serralheria,ESTRUTURA METALON PARA PRATELEIRA - 1900X20,0,,,,2,METAL ITALO,2023-11-28,
623,4210224603,Serralheria,ESTRUTURA METALON PARA PRATELEIRA - 680X20,0,,,,1,METAL ITALO,2023-11-28,
624,4200519001,Acessorios Avulsos,LIXEIRA SIMPLES DESLIZANTE BLINDADA  - 2066,0,,,,1,ESTOQUE,2023-12-02,
625,4210209001,Trilho,TRILHO RM-27 - INDIVIDUAL - 763MM,0,,,,2,,2023-12-11,
626,4210209001,Porta de Aluminio,PORTA ESPELHO PRATA - 353X389,0,,,,1,VALTER,2023-12-15,
627,4210223412,Acessorios Avulsos,PUXADOR SLIM IL280 - 128MM,0,,,,2,ESCRITÓRIO,2023-12-02,
628,4210223410,Trilho,"TRILHO RM27 - 133,5",0,,,,2,,2023-12-11,
629,4210223408,Acessorios Avulsos,PUXADOR IL280 1128MM PRETO ITALYLINE,3,5448.0,2023-12-02,2023-12-06,8,FORMATTO,2024-01-16,
630,4200524101,Acessorios Avulsos,PUXADOR HASTE 128MM,0,,,,6,ESCRITORIO,2023-12-02,
631,4220747303,Acessorios Avulsos,SPOT EMBUTIR LED,0,,,,2,ESCRITÓRIO,2023-12-07,
632,4210233701,Acessorios Avulsos,PORTA GRAVATA/CINTO - 4135 JOMER - 8 GANCHOS,6,950.0,2023-12-28,2024-01-03,1,MERCADO LIVRE,2023-12-29,
633,4210233704,Tapeçaria, PAINEL ESTOFADO - SUEDE GO - P0144,0,,2024-01-08,2024-01-31,1,RD TAPEÇARIA,2024-02-09,
634,4210233706,Tapeçaria,CABECEIRA EM COURINO - 55100-9376,0,,2024-01-08,2024-02-08,1,RD TAPEÇARIA,2024-02-09,
635,4210233706,Serralheria,BASE CRIADO MUDO - COR BRONZE,0,,2023-12-28,2024-02-08,1,METAL ITALO,2024-02-08,
636,4210233709,Acessorios Avulsos,LIXEIRA DUPLA SCHMITT - 2067,0,,,,1,ESTOQUE,2023-12-28,
637,4210233709,Acessorios Avulsos,WINGLINE L,0,,2024-01-05,,2,BIGFER,2024-01-22,
638,4210233709,Acessorios Avulsos,PORTA TEMPERO HETTICH,0,,,,1,ESTOQUE,2024-01-05,
639,4210233710,Acessorios Avulsos,FECHO ROLETE COM CHAVE 1 LADO - CROMADO,8,950.0,2023-12-26,2023-12-29,1,MERCADO LIVRE,2023-12-29,
640,4210233712,Acessorios Avulsos,FECHADURA ROLETE TETRA - PRETO,0,,,,1,,2024-01-19,
641,4210233712,Tapeçaria,ESTOFADO 120MM DE ALTURA - TECIDO LINHO 2863-001,0,,2024-02-22,2024-03-15,8,RD TAPEÇARIA,2024-03-12,
642,4210233712,Serralheria,ESTRUTURA METALON DOURADO,0,,2023-12-28,2024-01-31,4,METAL ITALO,2024-01-29,
643,4210223401,Acessorios Avulsos,PUXADOR CONCHA OURO ENVELHECIDO,0,,2023-12-27,2024-01-25,24,PAES LEME,2024-01-24,
644,4210223402,Acessorios Avulsos,PUXADOR CONCHA OURO ENVELHECIDO,6,7179.0,2023-12-27,2024-01-05,4,PAES LEME,2024-01-24,
645,4210223402,Acessorios Avulsos,LIXEIRA SCHMITT - 2066,0,,,,1,ESTOQUE,2024-01-05,
646,4210223403,Acessorios Avulsos,PUXADOR PONTO OURO ENVELHECIDO,6,7179.0,2023-12-27,2024-01-05,2,PAES LEME,2024-01-04,
647,4210223404,Acessorios Avulsos,PUXADOR CONCHA OURO ENVELHECIDO,6,7179.0,2023-12-27,2024-01-18,19,PAES LEME,2024-01-18,
648,4210223404,Acessorios Avulsos,LIXEIRA SIMPLES DESLIZANTE - 2066,0,,,,0,ESTOQUE,2023-12-28,
649,4210223405,Acessorios Avulsos,FECHADURA FECHO ROLETE COM CHAVE TETRA,1,950.0,2023-12-26,2023-12-28,1,MERCADO LIVRE,2023-12-28,
650,4210223405,Tapeçaria,ALMOFADA TECIDO CÓD: 3009-08 - ALADIM - MODERNA,0,,2023-12-27,2023-12-28,1,RD TAPECARIA,2024-01-30,
651,4200500801,Porta de Aluminio,PORTA REFLECTa prata,0,,,,1,valter,2023-12-26,
652,4200510901,Acessorios Avulsos,LIXERIRA DUPLA DESLIZANTE - 2067,0,,,,1,ESTOQUE,2023-12-28,
